address,end_address,name,kind,subtype,size_bytes,width_bits,signed,rows,cols,subsystem,confidence,description,evidence,aliases,generated
0x4642,0x4696,sub_4642,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4698,0x46BC,sub_4698,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x46BE,0x4724,sub_46BE,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4726,0x4770,sub_4726,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4772,0x477A,sub_4772,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x477B,0x48D6,sub_477B,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x48D8,0x48EC,compute_spark_command,routine,code,,,,,,ignition,strong,Invoke base spark and correction paths and form the current spark command accumulator.,decoded instruction flow at 0x48D8; caller/callee context,,false
0x48EE,0x4941,lookup_base_spark,routine,code,,8,,,,ignition,confirmed,"Select RPM-only or 24x9 spark bank, interpolate, add optional signed offset, accumulate in 0x2147.",existing reverse-engineering bundle / repository LOGIC.md,,false
0x4943,0x494E,apply_spark_temperature_correction,routine,code,,8,,,,ignition,strong,Apply signed temperature/load spark correction to the base spark result.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x494F,0x497E,apply_cts_load_spark_correction,routine,code,,,,,,ignition,strong,Apply the second signed temperature/load spark-correction table to the spark accumulator.,decoded instruction flow at 0x494F; caller/callee context,,false
0x4980,0x49A1,sub_4980,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x49A3,0x49A8,sub_49A3,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x49A9,0x49B8,sub_49A9,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x49BA,0x49C8,sub_49BA,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x49CA,0x4AA0,sub_49CA,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4AA7,0x4B12,sub_4AA7,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4B13,0x4B51,sub_4B13,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4B52,0x4B62,sub_4B52,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4B63,0x4B86,sub_4B63,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4B87,0x4BB4,sub_4B87,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4BB5,0x4BCC,sub_4BB5,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4BCD,0x4C35,sub_4BCD,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4C36,0x4C5A,sci_prepare_tx_state,routine,code,,,,,,diagnostics,strong,Prepare SCI transmit state/flags and enable the appropriate serial control bits.,decoded instruction flow at 0x4C36; caller/callee context,,false
0x4C5B,0x4D20,sci_command_state_machine,routine,code,,,,,,diagnostics,strong,"Service SCI command/response state, timeouts, and transmit staging in RAM 0x2164-0x2171.",decoded instruction flow at 0x4C5B; caller/callee context,,false
0x4D21,0x4D83,sci_transmit_service,routine,code,,,,,,diagnostics,confirmed,Write pending byte 0x2167 to SCDR and maintain SCI transmit counters/state.,decoded instruction flow at 0x4D21; caller/callee context,,false
0x4E0B,0x4EA2,sci_service_mode_update,routine,code,,,,,,diagnostics,strong,Update service-mode state flags and command staging before periodic SCI processing.,decoded instruction flow at 0x4E0B; caller/callee context,,false
0x4EA3,0x4ECC,decode_service_selector,routine,code,,,,,,diagnostics,strong,Decode service/command selector through ROM lookup blocks around 0xB67F/0xB6FF.,decoded instruction flow at 0x4EA3; caller/callee context,,false
0x4ECD,0x4EEF,sci_periodic_trigger,routine,code,,,,,,diagnostics,strong,Conditionally stage an SCI command byte when operating and serial-state gates allow it.,decoded instruction flow at 0x4ECD; caller/callee context,,false
0x4F10,0x4FE0,hardware_io_service_init,routine,code,,8,,,,hardware-service,strong,Initialize extended I/O/service hardware state and related RAM flags.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x4FE1,0x5069,hardware_io_service_state_machine,routine,code,,8,,,,hardware-service,strong,Timed I/O/service state machine using countdown/state at 0x246B and pointer/state data.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x506A,0x50F3,hardware_io_scan_group_506a,routine,code,,8,,,,unknown,strong,Scan extended I/O status registers and mirror individual bits into RAM flags.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x50F4,0x515B,hardware_io_scan_group_50f4,routine,code,,8,,,,unknown,strong,"Extended I/O bit scan/update routine; contains byte 0x5100 as an instruction operand, not a table.",existing reverse-engineering bundle / repository LOGIC.md,,false
0x515C,0x51CB,hardware_io_scan_group_515c,routine,code,,8,,,,unknown,strong,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x51CC,0x51FA,hardware_io_scan_group_51cc,routine,code,,8,,,,unknown,strong,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x51FB,0x5223,hardware_io_scan_group_51fb,routine,code,,8,,,,unknown,strong,Extended I/O bit scan/update routine; spans 0x5200 as executable instruction bytes.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5224,0x5242,hardware_io_scan_group_5224,routine,code,,8,,,,unknown,strong,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5243,0x528F,hardware_io_scan_group_5243,routine,code,,8,,,,unknown,strong,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5290,0x52DC,hardware_io_scan_group_5290,routine,code,,8,,,,unknown,strong,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x52DD,0x531F,hardware_io_scan_group_52dd,routine,code,,8,,,,unknown,strong,Extended I/O configuration routine; spans 0x5300 as executable instruction bytes.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5320,0x5360,hardware_io_scan_group_5320,routine,code,,8,,,,unknown,strong,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5361,0x53A8,hardware_io_scan_group_5361,routine,code,,8,,,,unknown,strong,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x53A9,0x5418,hardware_io_scan_group_53a9,routine,code,,8,,,,unknown,strong,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5419,0x545E,hardware_io_scan_group_5419,routine,code,,8,,,,unknown,strong,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x545F,0x546A,hardware_io_scan_group_545f,routine,code,,8,,,,unknown,strong,Small extended I/O flag mirror routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x546B,0x5496,hardware_io_service_546b,routine,code,,8,,,,hardware-service,strong,Extended I/O service routine with port/control writes.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5497,0x54A2,hardware_io_scan_group_5497,routine,code,,8,,,,unknown,strong,Small extended I/O flag mirror routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x54A3,0x54B5,hardware_io_flag_helper_54a3,routine,code,,8,,,,unknown,strong,Update a RAM flag from a selected hardware/service bit.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x54B6,0x54C7,hardware_io_countdown_helper_54b6,routine,code,,8,,,,unknown,strong,Update service countdown/state.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x54C8,0x54EA,hardware_io_bit_clear_helper,routine,code,,8,,,,unknown,confirmed,Clear a selected RAM bit when the tested condition is false.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x54EB,0x54FD,hardware_io_bit_set_helper,routine,code,,8,,,,unknown,confirmed,Set/clear selected RAM bit according to tested condition.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x54FE,0x5510,hardware_io_bit_update_helper,routine,code,,8,,,,unknown,confirmed,Update selected RAM bit according to tested condition.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5511,0x554F,sub_5511,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5550,0x555E,sub_5550,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5565,0x559F,sub_5565,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x55F8,0x5629,sub_55F8,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x562A,0x5651,sub_562A,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5652,0x5678,mode_control_init_5652,routine,code,,8,,,,unknown,open,Reset-time mode/control initialization; exact physical role remains open.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5679,0x56FA,sub_5679,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x56FB,0x571E,sub_56FB,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x571F,0x5740,sub_571F,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5741,0x5791,sub_5741,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5792,0x57B3,sub_5792,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x57B4,0x57BF,sub_57B4,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x57C0,0x5827,sub_57C0,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5828,0x5839,runtime_input_processing_5828,routine,code,,8,,,,unknown,open,Periodic input/state processing call.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x583A,0x5875,sub_583A,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5877,0x589A,sub_5877,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x589C,0x58B5,sub_589C,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x58B7,0x58F0,sub_58B7,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x58F2,0x5980,update_descriptor_state,routine,code,,,,,,diagnostics,strong,Update one flag/state descriptor selected by X using thresholds/values addressed through Y.,decoded instruction flow at 0x58F2; caller/callee context,,false
0x5982,0x59A6,dispatch_descriptor_action,routine,code,,,,,,diagnostics,strong,Translate a descriptor result through the 0x55A0 action table and update associated status lists.,decoded instruction flow at 0x5982; caller/callee context,,false
0x59A8,0x59C8,sub_59A8,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x59CA,0x59F2,sub_59CA,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x59F4,0x5A27,sub_59F4,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5A29,0x5A77,sub_5A29,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5A79,0x5AD4,sub_5A79,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5AD6,0x5B19,incremental_rom_checksum,routine,code,,8,,,,integrity,confirmed,Incremental runtime additive checksum over 0x4000-0xFFFF while skipping 0xB600-0xB7FF.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5B1B,0x5B94,sub_5B1B,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5B95,0x5BEA,sub_5B95,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5BEC,0x5CF4,sub_5BEC,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5CF6,0x5D06,sub_5CF6,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5D08,0x5D79,sub_5D08,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5D7B,0x5D8B,sub_5D7B,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5D8D,0x5E80,sub_5D8D,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5E82,0x5F25,adc_conversion_helper_5e82,routine,code,,8,,,,sensors,strong,Convert/filter ADC source used to produce RAM 0x2013.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5F27,0x5F6F,sub_5F27,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5F71,0x5FDA,sub_5F71,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5FDC,0x602D,sub_5FDC,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x602F,0x6059,runtime_stage_602f,routine,code,,8,,,,unknown,open,Periodic runtime stage.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x605B,0x60AF,sub_605B,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x60B1,0x6105,sub_60B1,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6107,0x6131,runtime_stage_6107,routine,code,,8,,,,unknown,open,Periodic runtime stage.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x6133,0x6159,runtime_stage_6133,routine,code,,8,,,,unknown,open,Periodic runtime stage.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x615B,0x6185,runtime_stage_615b,routine,code,,8,,,,unknown,open,Periodic runtime stage.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x6187,0x6217,runtime_stage_6187,routine,code,,8,,,,unknown,open,Periodic runtime stage.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x6219,0x6250,sub_6219,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6252,0x62DA,sub_6252,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x62DC,0x6310,runtime_stage_62dc,routine,code,,8,,,,unknown,open,Periodic runtime stage.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x6312,0x6342,sub_6312,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6344,0x636A,load_aircharge_model,routine,code,,8,,,,air-load,strong,Interpolate the 0x9187 24x9 factor table and update load/air-charge state.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x636C,0x6403,sub_636C,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6405,0x644F,interrupt_handler_6405,routine,code,,8,,,,unknown,confirmed,Vector target; exact hardware interrupt source depends on MCU mask.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x6451,0x650C,sub_6451,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x650D,0x654A,runtime_state_650d,routine,code,,8,,,,unknown,open,Periodic state update.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x654C,0x6567,sub_654C,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6568,0x65D6,sub_6568,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x65D8,0x663B,sub_65D8,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x663D,0x6652,sub_663D,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6654,0x665C,sub_6654,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x665E,0x6666,sub_665E,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x667C,0x66F8,sub_667C,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x66FA,0x672C,sub_66FA,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x672E,0x6793,sub_672E,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6795,0x67A1,sub_6795,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x67A3,0x67B1,state_or_comms_init_67a3,routine,code,,8,,,,unknown,open,Reset-time state-machine/communications initialization.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x6836,0x6848,mode_handler_6836,routine,code,,8,,,,unknown,open,Mode handler selected by RAM 0x21A6.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x68F3,0x6943,mode_handler_68f3,routine,code,,8,,,,unknown,open,Mode handler selected by RAM 0x21A6.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x69B8,0x69CE,sub_69B8,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x69CF,0x69DD,sub_69CF,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x69DE,0x69FF,sub_69DE,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6A12,0x6A27,mode_handler_6a12,routine,code,,8,,,,unknown,open,Mode handler selected by RAM 0x21A6.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x6A2C,0x6A67,sub_6A2C,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6AEB,0x6B53,sub_6AEB,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6B54,0x6BBD,sub_6B54,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6BBE,0x6BCA,mode_handler_6bbe,routine,code,,8,,,,unknown,open,Mode handler selected by RAM 0x21A6.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x6BCB,0x6C05,sub_6BCB,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6C06,0x6C1A,sub_6C06,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6C1B,0x6C30,sub_6C1B,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6C31,0x6C55,sub_6C31,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6C56,0x6C64,sub_6C56,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6C6A,0x6CFA,output_compare_scheduler_isr_6c6a,routine,code,,,,,,scheduler,strong,"Output-compare scheduler interrupt path: updates TOC3/action state, dispatches mode work, and returns with RTI.",Decoded contiguous ISR block 0x6C6A-0x6CFA; writes 0x101A/0x1020 and terminates in RTI.,,false
0x6CFB,0x6D32,periodic_service_isr_6cfb,routine,code,,,,,,scheduler,strong,"Periodic interrupt service path that runs state helpers, conditionally services the watchdog, and returns with RTI.",Decoded contiguous ISR block 0x6CFB-0x6D32; direct calls at 0x6CFB/0x6CFE/0x6D2F and terminal RTI.,,false
0x6D33,0x6D42,sub_6D33,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6D43,0x6E6F,mode_handler_6d43,routine,code,,8,,,,unknown,open,Mode handler selected by RAM 0x21A6.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x6E70,0x6E85,sub_6E70,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6E86,0x6E95,sub_6E86,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6E96,0x6EEC,high_load_final_fuel_stage,routine,code,,8,,,,fuel,strong,High-load/final fuel-duration support path.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x6EEE,0x6F00,fuel_output_scheduler,routine,code,,8,,,,fuel,confirmed,Fuel output scheduler/timing path using period and event-width support calibrations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x6F01,0x6FE2,rpm_limiter_hysteresis,routine,code,,8,,,,speed-rpm,confirmed,Set/clear RAM 0x00A4 bit 0x10 from engine period and primary/alternate threshold pairs.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x6FE4,0x70FF,sub_6FE4,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7101,0x723C,sub_7101,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x723E,0x729B,sub_723E,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x729D,0x72C9,sub_729D,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x72CB,0x7390,sub_72CB,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7392,0x74BE,timer_capture_handler,routine,code,,8,,,,scheduler,confirmed,Capture 68HC11 TIC3 value at 0x1014 into RAM 0x00D9.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x74BF,0x74C9,sub_74BF,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x74CA,0x765F,timer_capture_isr_preamble_74ca,routine,code,,,,,,speed-rpm,strong,"Timer capture/output scheduling ISR preamble; samples TIC3, updates compare state, and falls through into engine_period_update at 0x7660.",Decoded contiguous block 0x74CA-0x765F; accesses 0x1014/0x1018 and falls through to the code-confirmed period path.,,false
0x7660,0x77A0,engine_period_update,routine,code,,8,,,,speed-rpm,confirmed,Update prior capture and calculate RAM 0x00BA engine-period delta.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x77A2,0x7BD7,sub_77A2,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7BD9,0x7C55,sub_7BD9,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7C57,0x7C6C,sub_7C57,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7C6E,0x7C88,sub_7C6E,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7C8A,0x7C9F,sub_7C8A,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7CA1,0x7CB2,sub_7CA1,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7CB3,0x7CD8,sub_7CB3,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7CF4,0x7D12,sub_7CF4,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7D14,0x7D32,sub_7D14,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7D34,0x7D52,sub_7D34,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7D54,0x7D72,sub_7D54,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7D74,0x7DCD,sub_7D74,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7DCF,0x7E76,sub_7DCF,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7E78,0x7E9A,sub_7E78,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7E9B,0x7F1A,sub_7E9B,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7F1C,0x7F31,sub_7F1C,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7F33,0x7FFC,sub_7F33,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
